passenger_id,gender,age_group,state,travel_type,occupation,travel_frequency
P15211,Female,18-25,Tamil Nadu,Business,Teacher,Medium
P15212,Female,36-50,Andhra Pradesh,Personal,IT Employee,Low
P15213,Female,26-35,Maharashtra,Personal,Government Employee,High
P15214,Female,50+,Tamil Nadu,Business,Teacher,High
P15215,Male,50+,Karnataka,Personal,Government Employee,Medium
P15216,Male,50+,Karnataka,Business,Student,Medium
P15217,Female,18-25,Maharashtra,Personal,Government Employee,Low
P15218,Male,36-50,Delhi,Business,Student,Low
P15219,Female,18-25,Maharashtra,Personal,Government Employee,Medium
P15220,Male,50+,Telangana,Business,Teacher,Low
P15221,Male,18-25,Tamil Nadu,Business,Student,High
P15222,Female,50+,Karnataka,Business,Doctor,Low
P15223,Female,18-25,Karnataka,Personal,Business Owner,Low
P15224,Male,36-50,Tamil Nadu,Business,IT Employee,High
P15225,Female,36-50,Andhra Pradesh,Business,Doctor,Low
P15226,Male,50+,Tamil Nadu,Personal,Business Owner,Medium
P15227,Female,26-35,Tamil Nadu,Business,Business Owner,Low
P15228,Female,18-25,Karnataka,Personal,IT Employee,Medium
P15229,Male,36-50,Karnataka,Business,Business Owner,High
P15230,Female,26-35,Delhi,Personal,Student,Low
P15231,Female,26-35,Andhra Pradesh,Business,IT Employee,Medium
P15232,Female,26-35,Andhra Pradesh,Business,IT Employee,Low
P15233,Male,18-25,Telangana,Business,Business Owner,High
P15234,Male,18-25,Maharashtra,Business,Government Employee,Medium
P15235,Female,18-25,Delhi,Personal,IT Employee,Medium
P15236,Female,36-50,Delhi,Personal,Government Employee,High
P15237,Female,26-35,Maharashtra,Personal,IT Employee,Low
P15238,Female,18-25,Karnataka,Business,Teacher,High
P15239,Male,26-35,Maharashtra,Personal,IT Employee,High
P15240,Female,50+,Telangana,Personal,Student,Low
P15241,Female,50+,Andhra Pradesh,Business,Government Employee,Medium
P15242,Male,18-25,Telangana,Business,IT Employee,Low
P15243,Female,50+,Karnataka,Personal,Government Employee,Low
P15244,Female,50+,Telangana,Personal,Student,Medium
P15245,Female,50+,Andhra Pradesh,Business,IT Employee,Medium
P15246,Female,36-50,Andhra Pradesh,Business,Doctor,Medium
P15247,Female,36-50,Delhi,Personal,Student,Low
P15248,Male,26-35,Karnataka,Business,Government Employee,Low
P15249,Female,50+,Telangana,Personal,IT Employee,High
P15250,Female,36-50,Tamil Nadu,Personal,Doctor,Low
P15251,Female,26-35,Andhra Pradesh,Business,Doctor,Low
P15252,Male,50+,Delhi,Personal,Student,Medium
P15253,Male,36-50,Tamil Nadu,Business,Government Employee,Medium
P15254,Male,50+,Tamil Nadu,Personal,Doctor,High
P15255,Female,26-35,Maharashtra,Personal,Business Owner,Medium
P15256,Male,50+,Karnataka,Business,Student,Medium
P15257,Female,18-25,Tamil Nadu,Business,Government Employee,High
P15258,Female,36-50,Tamil Nadu,Personal,Government Employee,Low
P15259,Male,50+,Karnataka,Personal,Government Employee,Low
P15260,Male,50+,Karnataka,Business,Doctor,Low
P15261,Female,36-50,Delhi,Business,IT Employee,Low
P15262,Male,26-35,Tamil Nadu,Business,Teacher,High
P15263,Male,18-25,Andhra Pradesh,Business,Business Owner,Medium
P15264,Male,50+,Karnataka,Business,IT Employee,Low
P15265,Male,50+,Tamil Nadu,Business,Government Employee,Low
P15266,Female,26-35,Tamil Nadu,Personal,Government Employee,High
P15267,Male,18-25,Tamil Nadu,Personal,Teacher,Medium
P15268,Male,36-50,Tamil Nadu,Business,Business Owner,High
P15269,Female,26-35,Telangana,Business,Teacher,Low
P15270,Male,26-35,Maharashtra,Business,Student,High
P15271,Female,26-35,Telangana,Personal,Teacher,High
P15272,Male,50+,Delhi,Personal,Government Employee,Medium
P15273,Female,50+,Tamil Nadu,Business,Business Owner,Medium
P15274,Female,18-25,Maharashtra,Personal,Doctor,High
P15275,Female,26-35,Karnataka,Business,Business Owner,Medium
P15276,Female,18-25,Karnataka,Personal,Teacher,High
P15277,Female,50+,Andhra Pradesh,Business,Business Owner,Low
P15278,Female,50+,Tamil Nadu,Business,Teacher,High
P15279,Female,36-50,Andhra Pradesh,Business,Teacher,Medium
P15280,Female,36-50,Telangana,Business,Teacher,Low
P15281,Male,36-50,Tamil Nadu,Personal,Student,Low
P15282,Male,36-50,Maharashtra,Business,IT Employee,Low
P15283,Male,26-35,Maharashtra,Personal,Business Owner,Medium
P15284,Male,36-50,Maharashtra,Personal,Teacher,Medium
P15285,Male,18-25,Karnataka,Personal,Government Employee,Medium
P15286,Male,26-35,Karnataka,Business,Doctor,Medium
P15287,Male,50+,Karnataka,Business,Teacher,High
P15288,Female,36-50,Karnataka,Personal,Teacher,High
P15289,Female,18-25,Telangana,Personal,IT Employee,Medium
P15290,Male,50+,Karnataka,Personal,IT Employee,Low
P15291,Female,26-35,Telangana,Personal,Business Owner,High
P15292,Female,18-25,Karnataka,Business,Business Owner,Medium
P15293,Male,36-50,Telangana,Business,Doctor,High
P15294,Female,18-25,Delhi,Business,IT Employee,High
P15295,Female,18-25,Andhra Pradesh,Personal,Business Owner,Low
P15296,Female,26-35,Tamil Nadu,Personal,Government Employee,Medium
P15297,Male,50+,Telangana,Business,Doctor,Low
P15298,Male,50+,Andhra Pradesh,Business,Doctor,High
P15299,Female,18-25,Tamil Nadu,Personal,Teacher,Medium
P15300,Male,36-50,Maharashtra,Business,Government Employee,High
P15301,Female,18-25,Tamil Nadu,Personal,Doctor,Low
P15302,Female,50+,Telangana,Personal,IT Employee,Low
P15303,Female,50+,Andhra Pradesh,Personal,Student,Low
P15304,Male,50+,Tamil Nadu,Personal,Teacher,High
P15305,Female,18-25,Maharashtra,Business,Government Employee,Low
P15306,Male,50+,Karnataka,Personal,Teacher,Low
P15307,Male,18-25,Telangana,Business,Doctor,High
P15308,Male,36-50,Maharashtra,Business,Doctor,Low
P15309,Male,26-35,Karnataka,Business,Doctor,Low
P15310,Male,18-25,Tamil Nadu,Personal,Government Employee,Low
P15311,Male,36-50,Karnataka,Personal,Student,High
P15312,Female,26-35,Tamil Nadu,Business,IT Employee,Medium
P15313,Female,26-35,Andhra Pradesh,Business,IT Employee,High
P15314,Male,18-25,Andhra Pradesh,Business,Teacher,Low
P15315,Male,26-35,Delhi,Personal,Doctor,Medium
P15316,Male,36-50,Karnataka,Personal,Teacher,Medium
P15317,Female,26-35,Telangana,Business,Doctor,Low
P15318,Female,18-25,Tamil Nadu,Personal,IT Employee,High
P15319,Female,36-50,Telangana,Personal,Doctor,Low
P15320,Female,26-35,Andhra Pradesh,Personal,Doctor,High
P15321,Female,18-25,Andhra Pradesh,Personal,Business Owner,Low
P15322,Male,50+,Tamil Nadu,Business,Doctor,High
P15323,Female,18-25,Telangana,Personal,Teacher,Low
P15324,Female,26-35,Karnataka,Business,Doctor,High
P15325,Female,18-25,Karnataka,Business,Government Employee,Medium
P15326,Female,18-25,Delhi,Personal,Business Owner,Low
P15327,Female,18-25,Maharashtra,Business,Student,Low
P15328,Male,36-50,Delhi,Business,Doctor,Low
P15329,Female,18-25,Andhra Pradesh,Business,Business Owner,High
P15330,Male,26-35,Maharashtra,Personal,Student,High
P15331,Male,50+,Maharashtra,Business,Doctor,High
P15332,Male,36-50,Andhra Pradesh,Business,Business Owner,High
P15333,Female,26-35,Karnataka,Business,IT Employee,High
P15334,Female,50+,Andhra Pradesh,Business,Student,Medium
P15335,Female,36-50,Andhra Pradesh,Personal,Doctor,Medium
P15336,Male,50+,Andhra Pradesh,Business,Doctor,Low
P15337,Female,18-25,Karnataka,Business,Student,High
P15338,Male,50+,Telangana,Personal,Student,High
P15339,Male,36-50,Maharashtra,Personal,Government Employee,Medium
P15340,Male,36-50,Karnataka,Personal,IT Employee,Medium
P15341,Female,36-50,Delhi,Business,Teacher,High
P15342,Female,26-35,Delhi,Business,Business Owner,Low
P15343,Male,18-25,Telangana,Business,IT Employee,Medium
P15344,Female,26-35,Karnataka,Business,Business Owner,Low
P15345,Female,26-35,Delhi,Business,Teacher,Medium
P15346,Male,36-50,Andhra Pradesh,Personal,Business Owner,High
P15347,Male,26-35,Andhra Pradesh,Business,IT Employee,Medium
P15348,Female,18-25,Maharashtra,Personal,Doctor,High
P15349,Male,50+,Telangana,Business,Government Employee,Medium
P15350,Male,36-50,Karnataka,Personal,Doctor,High
P15351,Female,36-50,Delhi,Business,Student,Medium
P15352,Male,36-50,Karnataka,Business,Teacher,Low
P15353,Female,18-25,Tamil Nadu,Business,IT Employee,Medium
P15354,Male,36-50,Andhra Pradesh,Business,Teacher,High
P15355,Male,36-50,Andhra Pradesh,Personal,Business Owner,Medium
P15356,Female,36-50,Telangana,Business,Student,Medium
P15357,Female,50+,Telangana,Business,IT Employee,Low
P15358,Female,26-35,Andhra Pradesh,Personal,Teacher,Low
P15359,Female,50+,Tamil Nadu,Personal,Doctor,High
P15360,Female,50+,Karnataka,Personal,Teacher,Medium
P15361,Male,18-25,Karnataka,Personal,Government Employee,Medium
P15362,Female,50+,Andhra Pradesh,Personal,Business Owner,Medium
P15363,Male,36-50,Tamil Nadu,Personal,Doctor,Low
P15364,Female,50+,Andhra Pradesh,Personal,Doctor,High
P15365,Female,36-50,Karnataka,Personal,Government Employee,Medium
P15366,Male,18-25,Maharashtra,Personal,Doctor,Low
P15367,Male,26-35,Tamil Nadu,Personal,Student,Low
P15368,Male,26-35,Tamil Nadu,Personal,Teacher,High
P15369,Female,18-25,Maharashtra,Personal,Teacher,Low
P15370,Male,50+,Andhra Pradesh,Personal,Teacher,High
P15371,Female,36-50,Telangana,Business,Business Owner,High
P15372,Male,26-35,Delhi,Personal,Doctor,Medium
P15373,Female,36-50,Telangana,Personal,Student,High
P15374,Male,50+,Telangana,Business,Government Employee,Medium
P15375,Male,18-25,Tamil Nadu,Business,Government Employee,Medium
P15376,Male,18-25,Karnataka,Personal,Government Employee,High
P15377,Male,50+,Delhi,Personal,Doctor,Low
P15378,Female,50+,Maharashtra,Business,Student,Medium
P15379,Female,18-25,Delhi,Business,Government Employee,Low
P15380,Female,26-35,Andhra Pradesh,Business,Doctor,High
P15381,Male,50+,Telangana,Personal,Teacher,High
P15382,Male,18-25,Delhi,Business,Doctor,High
P15383,Male,36-50,Delhi,Business,Government Employee,Medium
P15384,Female,18-25,Karnataka,Personal,Business Owner,Medium
P15385,Female,50+,Delhi,Business,Student,High
P15386,Male,18-25,Tamil Nadu,Personal,Government Employee,Medium
P15387,Male,18-25,Maharashtra,Personal,Business Owner,High
P15388,Female,18-25,Maharashtra,Business,Teacher,High
P15389,Female,18-25,Karnataka,Personal,Teacher,High
P15390,Male,50+,Maharashtra,Personal,Student,Medium
P15391,Female,36-50,Tamil Nadu,Personal,IT Employee,High
P15392,Female,18-25,Tamil Nadu,Business,Doctor,High
P15393,Female,36-50,Maharashtra,Business,Business Owner,High
P15394,Female,36-50,Delhi,Personal,Government Employee,Low
P15395,Female,36-50,Karnataka,Business,IT Employee,High
P15396,Male,18-25,Telangana,Business,Government Employee,High
P15397,Male,50+,Delhi,Business,Teacher,Low
P15398,Male,36-50,Maharashtra,Personal,IT Employee,Low
P15399,Female,36-50,Andhra Pradesh,Personal,Student,Medium
P15400,Male,50+,Telangana,Business,Student,Low
P15401,Female,50+,Delhi,Business,Government Employee,Low
P15402,Male,50+,Tamil Nadu,Business,Student,Low
P15403,Female,18-25,Karnataka,Personal,Student,Low
P15404,Male,26-35,Tamil Nadu,Business,Student,Low
P15405,Female,50+,Andhra Pradesh,Personal,Student,High
P15406,Male,18-25,Tamil Nadu,Business,Government Employee,High
P15407,Male,36-50,Karnataka,Personal,IT Employee,High
P15408,Female,36-50,Andhra Pradesh,Business,Teacher,High
P15409,Female,36-50,Andhra Pradesh,Personal,Business Owner,Low
P15410,Male,26-35,Tamil Nadu,Personal,Doctor,Medium
P15411,Male,36-50,Andhra Pradesh,Business,Student,High
P15412,Male,36-50,Maharashtra,Business,IT Employee,High
P15413,Female,26-35,Delhi,Business,Student,Medium
P15414,Male,18-25,Andhra Pradesh,Business,Business Owner,Medium
P15415,Female,50+,Maharashtra,Personal,Government Employee,High
P15416,Male,50+,Tamil Nadu,Personal,Government Employee,Low
P15417,Female,18-25,Delhi,Personal,Business Owner,Medium
P15418,Male,26-35,Delhi,Business,Student,Low
P15419,Male,18-25,Delhi,Personal,IT Employee,Medium
P15420,Female,18-25,Delhi,Business,IT Employee,Low
P15421,Female,18-25,Telangana,Business,Doctor,High
P15422,Female,26-35,Delhi,Personal,IT Employee,Low
P15423,Female,26-35,Delhi,Personal,Government Employee,Medium
P15424,Female,50+,Karnataka,Business,Teacher,Low
P15425,Female,36-50,Delhi,Personal,Government Employee,Medium
P15426,Male,18-25,Maharashtra,Personal,IT Employee,Low
P15427,Male,50+,Andhra Pradesh,Business,IT Employee,Low
P15428,Female,36-50,Karnataka,Business,Student,Medium
P15429,Female,18-25,Delhi,Personal,Teacher,High
P15430,Female,36-50,Andhra Pradesh,Personal,IT Employee,Medium
P15431,Female,26-35,Andhra Pradesh,Business,Government Employee,Medium
P15432,Male,26-35,Andhra Pradesh,Personal,Government Employee,Low
P15433,Male,50+,Delhi,Business,Teacher,High
P15434,Female,50+,Tamil Nadu,Personal,IT Employee,Low
P15435,Female,18-25,Telangana,Personal,IT Employee,Medium
P15436,Female,36-50,Telangana,Personal,Government Employee,High
P15437,Female,50+,Andhra Pradesh,Personal,IT Employee,High
P15438,Female,26-35,Tamil Nadu,Business,Student,Medium
P15439,Male,18-25,Telangana,Business,Government Employee,High
P15440,Male,36-50,Telangana,Business,Government Employee,High
P15441,Female,26-35,Delhi,Business,Government Employee,Medium
P15442,Female,18-25,Andhra Pradesh,Business,Teacher,Low
P15443,Male,26-35,Delhi,Personal,Doctor,High
P15444,Male,26-35,Karnataka,Personal,Student,Low
P15445,Male,26-35,Andhra Pradesh,Business,Business Owner,Medium
P15446,Female,36-50,Tamil Nadu,Personal,Government Employee,Medium
P15447,Male,50+,Tamil Nadu,Personal,Teacher,Low
P15448,Male,50+,Delhi,Business,Doctor,Medium
P15449,Male,36-50,Telangana,Personal,Doctor,High
P15450,Male,26-35,Karnataka,Business,Business Owner,Medium
P15451,Female,18-25,Karnataka,Personal,Student,High
P15452,Female,50+,Delhi,Business,IT Employee,Low
P15453,Male,36-50,Tamil Nadu,Personal,Doctor,Medium
P15454,Female,18-25,Andhra Pradesh,Business,Student,Medium
P15455,Male,50+,Delhi,Business,Teacher,High
P15456,Female,50+,Andhra Pradesh,Business,Teacher,High
P15457,Male,26-35,Andhra Pradesh,Business,Doctor,Medium
P15458,Female,18-25,Karnataka,Business,Teacher,Medium
P15459,Male,36-50,Andhra Pradesh,Personal,IT Employee,Medium
P15460,Female,36-50,Telangana,Business,Student,Medium
P15461,Female,36-50,Maharashtra,Personal,Business Owner,Low
P15462,Male,36-50,Delhi,Business,Doctor,High
P15463,Female,36-50,Karnataka,Personal,IT Employee,Low
P15464,Male,26-35,Karnataka,Business,Student,Medium
P15465,Male,26-35,Karnataka,Personal,IT Employee,High
P15466,Male,26-35,Tamil Nadu,Business,Doctor,Medium
P15467,Female,50+,Tamil Nadu,Business,Government Employee,Low
P15468,Male,36-50,Tamil Nadu,Business,Government Employee,Low
P15469,Female,36-50,Maharashtra,Business,IT Employee,High
P15470,Female,26-35,Maharashtra,Personal,Business Owner,High
P15471,Male,26-35,Tamil Nadu,Personal,Doctor,Low
P15472,Male,18-25,Tamil Nadu,Business,Business Owner,Medium
P15473,Female,26-35,Tamil Nadu,Personal,Government Employee,Medium
P15474,Male,50+,Maharashtra,Business,Student,Low
P15475,Female,36-50,Karnataka,Personal,Teacher,Medium
P15476,Male,18-25,Maharashtra,Business,Business Owner,Medium
P15477,Female,26-35,Maharashtra,Personal,Teacher,High
P15478,Male,26-35,Maharashtra,Personal,Teacher,Low
P15479,Female,18-25,Delhi,Personal,Business Owner,Low
P15480,Female,18-25,Delhi,Personal,Teacher,High
P15481,Male,50+,Delhi,Personal,Government Employee,Medium
P15482,Female,18-25,Telangana,Personal,Teacher,Low
P15483,Male,18-25,Telangana,Business,Teacher,Low
P15484,Male,50+,Tamil Nadu,Business,Teacher,Medium
P15485,Female,26-35,Karnataka,Business,Student,High
P15486,Male,18-25,Andhra Pradesh,Business,Doctor,Low
P15487,Male,50+,Andhra Pradesh,Business,Teacher,Low
P15488,Male,18-25,Maharashtra,Business,Doctor,High
P15489,Male,26-35,Karnataka,Personal,Student,Low
P15490,Male,50+,Andhra Pradesh,Business,Government Employee,High
P15491,Male,50+,Telangana,Business,Student,Low
P15492,Male,18-25,Telangana,Business,Teacher,Low
P15493,Female,36-50,Tamil Nadu,Personal,IT Employee,Medium
P15494,Female,26-35,Tamil Nadu,Business,Teacher,High
P15495,Male,18-25,Maharashtra,Business,Teacher,Low
P15496,Male,26-35,Karnataka,Business,Doctor,Medium
P15497,Female,50+,Andhra Pradesh,Business,Business Owner,Low
P15498,Female,36-50,Telangana,Business,Government Employee,Low
P15499,Female,18-25,Tamil Nadu,Personal,Student,High
P15500,Female,18-25,Tamil Nadu,Personal,Teacher,Low
P15501,Male,50+,Tamil Nadu,Business,IT Employee,Medium
P15502,Female,26-35,Delhi,Business,Teacher,Medium
P15503,Male,26-35,Karnataka,Personal,Student,High
P15504,Male,26-35,Maharashtra,Personal,IT Employee,High
P15505,Female,50+,Telangana,Personal,IT Employee,High
P15506,Male,26-35,Delhi,Personal,Doctor,Medium
P15507,Female,18-25,Maharashtra,Business,Student,Low
P15508,Male,50+,Tamil Nadu,Personal,Doctor,High
P15509,Female,36-50,Andhra Pradesh,Personal,Business Owner,High
P15510,Female,36-50,Delhi,Business,IT Employee,Medium
P15511,Male,18-25,Karnataka,Business,Student,Medium
P15512,Male,50+,Andhra Pradesh,Personal,Business Owner,Low
P15513,Male,18-25,Delhi,Personal,Student,Low
P15514,Male,18-25,Telangana,Personal,Doctor,High
P15515,Male,18-25,Karnataka,Business,Student,Medium
P15516,Male,26-35,Andhra Pradesh,Business,IT Employee,Low
P15517,Male,50+,Karnataka,Personal,Student,High
P15518,Male,36-50,Maharashtra,Personal,IT Employee,Medium
P15519,Female,26-35,Maharashtra,Personal,Government Employee,High
P15520,Male,36-50,Maharashtra,Business,IT Employee,Low
P15521,Male,26-35,Andhra Pradesh,Business,Government Employee,High
P15522,Female,26-35,Maharashtra,Personal,Business Owner,Low
P15523,Male,18-25,Maharashtra,Personal,IT Employee,Medium
P15524,Male,50+,Maharashtra,Personal,IT Employee,Low
P15525,Female,36-50,Tamil Nadu,Personal,Student,High
P15526,Male,50+,Delhi,Personal,Business Owner,High
P15527,Female,36-50,Tamil Nadu,Business,Teacher,Low
P15528,Female,26-35,Maharashtra,Business,Student,Medium
P15529,Male,18-25,Karnataka,Business,Business Owner,Medium
P15530,Female,50+,Tamil Nadu,Personal,IT Employee,Low
P15531,Male,36-50,Tamil Nadu,Business,Doctor,Low
P15532,Male,18-25,Karnataka,Business,IT Employee,Medium
P15533,Male,50+,Karnataka,Business,Teacher,Low
P15534,Male,18-25,Telangana,Personal,Student,Medium
P15535,Female,50+,Andhra Pradesh,Business,Teacher,Low
P15536,Male,26-35,Andhra Pradesh,Business,Doctor,High
P15537,Male,26-35,Maharashtra,Personal,Business Owner,Medium
P15538,Male,26-35,Tamil Nadu,Business,Teacher,Low
P15539,Female,36-50,Maharashtra,Business,Teacher,High
P15540,Female,36-50,Andhra Pradesh,Business,Student,Low
